,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_result
9024,1a064684f3096efdbfb11a78ea4f97c9,62,2,147.81,5,1,4,514,New customers
9034,1a0d6c0fd553e58bb7456e4bb9f04fcf,328,2,144.42,2,1,4,214,Hibernating
9071,1a2669cd39caf29c44956ce921c2cd3e,112,2,45.29,4,1,1,411,Promising
9093,1a38585b7f867f8bb2823aef378b9445,453,2,365.37,1,1,5,115,Hibernating
9166,1a6d4833c060a4f4b5e296057be4fa85,19,2,182.45999999999998,5,1,5,515,New customers
9208,1a89679a296852822ca3573d8ea0d041,115,2,278.5,4,1,5,415,Promising
9223,1a939aa50bad8358c1a043d98065a70c,251,2,34.1,3,1,1,311,About to sleep
9247,1aa4931994ecbbd3ec57dacac0d7bc08,277,2,71.3,3,1,2,312,About to sleep
9256,1ab18a93183fa43daeeac6eefd12f746,77,2,76.43,5,1,2,512,New customers
9263,1ab52508d3c58d96241850142347b75f,309,7,46.69,2,4,1,241,At risk
9339,1add56abe5f6a81a005c64b8e1fb7f8c,488,2,345.58,1,1,5,115,Hibernating
9353,1ae626094b558418fce6729a98a2f4dd,436,6,104.37,1,4,3,143,At risk
9389,1b041c48f40d5b43b5a5d1a22b78cb4b,63,2,370.94,5,1,5,515,New customers
9424,1b23216e6cb17ba8b27f4ffab1f2bd39,121,2,137.41,4,1,4,414,Promising
9515,1b5f6923fe2ad022f3b10073aadf4c12,414,3,89.97,2,1,3,213,Hibernating
9519,1b620b9bddc08059302ad5287743d092,473,2,136.5,1,1,4,114,Hibernating
9548,1b730e245b9e48cc3938dd8aa2dfebc4,18,2,153.01999999999998,5,1,4,514,New customers
9604,1b9d4ab93945ccf4032f286a4a803192,562,2,124.97,1,1,4,114,Hibernating
9632,1bb3950ed1e67c9b3dbd7d7cd32cbff5,221,2,65.87,3,1,2,312,About to sleep
9658,1bc99ddb5029b70e5299afb9f22bd2ff,278,3,62.37,3,1,2,312,About to sleep
9697,1bdf1e81149f891e3a9c7bdcb9fb7d8b,436,2,246.44,1,1,5,115,Hibernating
9748,1c00c415c262d2dc99886b3b272bbd4f,508,2,87.73,1,1,3,113,Hibernating
9848,1c3f1e66dc3859cce89cb9c12e3c1122,402,2,104.1,2,1,3,213,Hibernating
9883,1c5919078fcb6b7ffe5074a3088e651d,151,2,57.34,4,1,2,412,Promising
9889,1c5c0870a06762e283d8939e79241a4c,520,2,127.98,1,1,4,114,Hibernating
9900,1c62f4cf3548c3400a0ad526c945481e,463,2,37.08,1,1,1,111,Hibernating
9929,1c78fda0fe9c74e5e305a729e2734c82,68,2,61.480000000000004,5,1,2,512,New customers
9942,1c83b73238f155f8726794789086c6a6,40,2,77.10000000000001,5,1,2,512,New customers
9983,1ca831a513db77af32fdb3913acf20bf,207,2,106.21000000000001,3,1,3,313,About to sleep
9993,1cb2963b96d7da644168b9282330a809,573,2,140.34,1,1,4,114,Hibernating
10004,1cbeb91a58bd89ee2df1bc32f3311209,691,3,71.21000000000001,1,1,2,112,Hibernating
10010,1cc48f15ae29278a2ae5fd4ace4c97fd,126,5,58.69,4,3,2,432,Potential loyalists
10040,1cd72e410641618ea6ae6d9896fbf760,419,2,126.07,1,1,4,114,Hibernating
10059,1ce752e35481181a9166fa7eca8aacb3,382,2,165.14,2,1,4,214,Hibernating
10066,1ceacda3f304066791cb6ad623ee3e90,336,2,86.15,2,1,3,213,Hibernating
10085,1cf8e420d259ba1c8e79065408f9bb9e,579,2,126.37,1,1,4,114,Hibernating
10089,1cfe7bea2419ecc52b02add3c821ced4,116,2,69.97,4,1,2,412,Promising
10103,1d09c130d3adbdc6384d4dd13880111b,336,2,177.44,2,1,5,215,Hibernating
10105,1d0c4d56d5c41a141201ea8df99e59bc,126,2,146.5,4,1,4,414,Promising
10140,1d2a30627555e9f9e4948031b23ae4c7,478,2,42.010000000000005,1,1,1,111,Hibernating
10190,1d4411212e90d6a24fd2d09f74878b48,64,4,115.16,5,2,4,524,Potential loyalists
10199,1d48a5dcde374b9d63b2c29e6af97cb8,589,8,86.12,1,5,3,153,Can't lose them
10232,1d63533f078557f7ef9ebece8482cc21,256,2,152.0,3,1,4,314,About to sleep
10248,1d6ed38c8b6ab482c59215aac29ed59f,132,3,35.56,4,1,1,411,Promising
10274,1d7dc770268b6a21bd58a278a1707794,106,2,88.17,5,1,3,513,New customers
10283,1d8474c2d38785d7b11cb262d17eeee1,74,2,35.85,5,1,1,511,New customers
10286,1d86bef4435e86c93f884cfcca6bd468,120,2,94.47,4,1,3,413,Promising
10294,1d90a1d690290f7ba518fab61d437c6d,416,3,147.15,1,1,4,114,Hibernating
10296,1d9185a63d204e8a36a36edcadb69a95,519,2,99.35,1,1,3,113,Hibernating
10308,1d99b48c0fe6d0bc50feebecdc88cbc2,458,2,282.04,1,1,5,115,Hibernating
10311,1d9d0514065fd217ca789f34d9cbe3d3,298,2,206.76,2,1,5,215,Hibernating
10348,1db8643e88610cf793b25eee2f1f112d,323,2,54.82,2,1,2,212,Hibernating
10416,1de8615754a9427f8bc52efdd114bec5,374,2,55.269999999999996,2,1,2,212,Hibernating
10426,1df1b69addf563c32f7b5cdbb9ea23bb,226,2,368.57,3,1,5,315,About to sleep
10432,1df603a36119050f00614b6f35a2461f,78,7,139.97,5,4,4,544,Champions
10474,1e15ee73f855f62f18708ddae10c6fc7,372,4,120.5,2,2,4,224,Hibernating
10544,1e442ae42cba4e82336cb1c367c7b75d,172,2,105.5,4,1,3,413,Promising
10552,1e47b918581b562a9d8d9f85fcb9b1e5,226,3,85.8,3,1,3,313,About to sleep
10580,1e62ceb7892fa195f10e9189f1266eb7,29,2,119.46000000000001,5,1,4,514,New customers
10603,1e731fba87f0c669e7909fb9a7ce408d,26,2,283.91999999999996,5,1,5,515,New customers
10604,1e733c62f6bcd8f7a6308bf03149bf2f,478,3,43.77,1,1,1,111,Hibernating
10613,1e7989c434504343a913116ac6f213d2,347,2,203.36,2,1,5,215,Hibernating
10614,1e79e4f1a4653e041c3ce1ddb2ff239f,29,3,72.14,5,1,2,512,New customers
10618,1e7c63005e58c8c02c20ef58f76735a0,113,2,44.8,4,1,1,411,Promising
10666,1e9b87abaaa43836c8dca222073a4b09,495,4,115.02,1,2,4,124,Hibernating
10677,1ea6e83f3f7e635b07ff88693fb6e2b1,228,2,185.56,3,1,5,315,About to sleep
10694,1eb1747994dbcb25f83cfc9490e833f6,165,2,66.97,4,1,2,412,Promising
10704,1eba0a3110dfb65297fc6fe9959c3641,97,2,318.92,5,1,5,515,New customers
10707,1ebe4440e27e63e562784cd1b8a85a37,97,2,114.25,5,1,3,513,New customers
10722,1ecd973eedecc6e4983980892cd2b4ab,553,2,29.84,1,1,1,111,Hibernating
10730,1ed0c832c2dd99570a59260e71768bdf,288,2,199.92,3,1,5,315,About to sleep
10741,1eda7a1d56ef7c17a5cc6d97eac67b87,202,2,67.98,4,1,2,412,Promising
10751,1ee3f2411ad5097d580f5d8bbf3cd63f,126,4,93.92,4,2,3,423,Potential loyalists
10756,1ee7676535dc405dbb88977050668100,132,6,64.31,4,4,2,442,Loyal customers
10757,1eea1a72f29237e9df4cf1025d118b04,72,2,97.15,5,1,3,513,New customers
10762,1eebfdb7083031b40f727fb71f6cd5b2,165,15,86.99,4,5,3,453,Loyal customers
10796,1f052326d77ddba70bf6747a402e683a,174,2,85.39,4,1,3,413,Promising
10804,1f0ca2f4250709ea904aad7c7a706550,412,2,78.19,2,1,3,213,Hibernating
10839,1f26a8a77f3a3ba3fe836e46e4990c36,156,3,139.95,4,1,4,414,Promising
10859,1f32106989574673d60e54a146992c89,211,4,60.589999999999996,3,2,2,322,About to sleep
10870,1f3cf47ae4ff41e66b69ed15d8807e77,137,2,41.959999999999994,4,1,1,411,Promising
10876,1f4245dc6f80d6abb777130b11e18d05,54,2,125.33,5,1,4,514,New customers
10929,1f7274018a7ce8fe4993a626e3e54275,118,2,124.42,4,1,4,414,Promising
10978,1f9c514e935c014542b018d90b237a4f,97,2,127.88000000000001,5,1,4,514,New customers
11059,1fd573985161f34c098e4a0eb1e3ae71,153,2,330.64,4,1,5,415,Promising
11073,1fe167b007e7b6080ef8116d0f35cb3e,209,2,103.55,3,1,3,313,About to sleep
11141,201186d03a3403e775c0acdd6d718f70,285,2,41.75,3,1,1,311,About to sleep
11164,201f5c1542b2caa65a5ce8f950d2508f,344,4,51.48,2,2,1,221,Hibernating
11237,205df4889b5510ff3f9d8a4ec4a1b421,456,2,164.23999999999998,1,1,4,114,Hibernating
11327,2095788f3179fe771afda94cea0e2cd7,470,2,235.88,1,1,5,115,Hibernating
11333,209b7e0dd7774132fa4dcedca65fcda0,85,2,209.96,5,1,5,515,New customers
11373,20c14c96fecacc6b346f159123bdbb26,379,2,111.19,2,1,3,213,Hibernating
11375,20c1fa8405b1796b15ae7852d73875e3,177,3,50.17,4,1,1,411,Promising
11410,20deb76fd96659ae3d434ef56d42760b,191,2,118.17,4,1,4,414,Promising
11439,20f28dc53d568446389f15f46a540310,159,2,34.22,4,1,1,411,Promising
11461,210320fcc92cdf5c39245b92c8c42730,124,2,254.44,4,1,5,415,Promising
11487,211558da2c2cdbbd6c45a9df249997f3,301,2,16.05,2,1,1,211,Hibernating
11495,211ae185375296b63cff2b23868ac3f7,152,2,24.37,4,1,1,411,Promising
11504,21239b911af74450df7b0ce5b78b39d9,28,2,398.75,5,1,5,515,New customers
11524,212f4bd964e2b455d2adaa4370aa4964,153,2,53.15,4,1,2,412,Promising
11527,21307401801cf2242315563c89d8b9fb,304,2,21.77,2,1,1,211,Hibernating
11614,2169bbd3d372562128f8af6eb7b9317e,224,2,63.17,3,1,2,312,About to sleep
11659,218874412ede29f4f2cf826409ad90aa,212,2,94.3,3,1,3,313,About to sleep
11719,21b1540ea5bd484a35a8b46662a0b756,277,2,49.91,3,1,1,311,About to sleep
11725,21b744d40c3f56ef36b6207f61c49db8,125,2,122.27,4,1,4,414,Promising
11949,225aed9e773953084b09cf496c2be05a,455,2,58.620000000000005,1,1,2,112,Hibernating
11950,225b0cb5e7de0a208bf0c296fcff7bbc,45,2,123.49000000000001,5,1,4,514,New customers
11994,2272103eacfced4298c7b99e2795f403,229,2,16.37,3,1,1,311,About to sleep
12010,227b4936c1389b6feb5a4b2d5a1a168c,218,2,57.68,3,1,2,312,About to sleep
12064,22a0bf2e340a205038ce5d5681bf3883,387,2,43.75,2,1,1,211,Hibernating
12074,22a4b8a7912abc2b02051dca85e02564,107,2,204.2,5,1,5,515,New customers
12092,22ae5f4de1d774859fac89de1d9658eb,161,3,59.07,4,1,2,412,Promising
12112,22bc7b908ab206d76f37baa85e168553,167,2,92.9,4,1,3,413,Promising
12135,22d272b91aefe41f2a449372151f629e,348,2,41.14,2,1,1,211,Hibernating
12183,22f5f7178f134505fd65aa9e38d5ae72,245,3,40.1,3,1,1,311,About to sleep
12206,230ab395e91b2421bd00ea45b60b23cb,174,3,238.41,4,1,5,415,Promising
12234,2326c5f3dfff28efaadce0c7e62b5a73,455,2,97.05,1,1,3,113,Hibernating
12246,2330ffa20d212f25e10df7dbe39a0648,231,2,46.0,3,1,1,311,About to sleep
12285,2351d4314775fcbef54ecdf9c93ad410,311,2,398.85,2,1,5,215,Hibernating
12289,23543bec99fb61d6e26e3c4b0e76943e,253,2,56.78,3,1,2,312,About to sleep
12299,2359e70b63920006f86eb8d0870f6406,86,2,31.29,5,1,1,511,New customers
12388,23924b2105c5376cd6204757c8b68752,270,10,154.24,3,5,4,354,Loyal customers
12389,239455f28434a06ae5f5c0a97eb0f718,394,2,46.69,2,1,1,211,Hibernating
12445,23bef79e6945472db186f6b9f6892608,379,4,85.75,2,2,3,223,Hibernating
12456,23c7424729eb57ba864ff773fd1d0111,232,2,46.69,3,1,1,311,About to sleep
12469,23d6da614b40182e3c858847147f2268,523,2,68.84,1,1,2,112,Hibernating
12688,247afa8ba3089c7b589a4acb3488aba6,291,2,390.06,3,1,5,315,About to sleep
12705,24847010ba7f47ae100a5e27e6150c54,519,2,75.11,1,1,2,112,Hibernating
12751,24a47545a96603c3f6894d11e0d46ac6,493,2,39.09,1,1,1,111,Hibernating
12770,24b77bdd27f5e6aea7149886b72286ec,358,2,26.68,2,1,1,211,Hibernating
12774,24b9b2ff23507a5805f354781ff2a847,285,2,39.6,3,1,1,311,About to sleep
12821,24d4e44edd8929a7fcec074b019f3e4b,189,2,59.0,4,1,2,412,Promising
12847,24e4f85e976456bab298f37f9722762e,116,3,42.05,4,1,1,411,Promising
12856,24e7dc2ff8c07126358af519732b8558,277,9,77.18,3,5,2,352,Loyal customers
12872,24f356c2e7de022f4b835936a717c55c,151,2,58.83,4,1,2,412,Promising
12883,24f9d86fe662411f563ed4cfd6361b1b,131,2,125.57000000000001,4,1,4,414,Promising
12903,250ce9dfe50e99c23fe27a267c718e49,172,2,133.35,4,1,4,414,Promising
12906,250e5bd4f8a6b594bd1579ae588fe649,269,3,20.75,3,1,1,311,About to sleep
12938,2524724f12cd991105b97685636cac6f,320,2,237.07,2,1,5,215,Hibernating
12942,2528303d2867f41a6a4784c5492e56ff,211,2,83.82000000000001,3,1,3,313,About to sleep
12947,2529bc44e8097e196ecd0ac108c6834d,321,2,110.4,2,1,3,213,Hibernating
12951,252c6185f3c1f1fa5a201249fd902885,349,3,157.32,2,1,4,214,Hibernating
12958,2534e2124e770cb87fe5b07db2b63b3b,144,2,350.09000000000003,4,1,5,415,Promising
12997,25510bd947591a46fc2b5aa2a8caf0ea,493,2,44.42,1,1,1,111,Hibernating
13037,2579e4414593b70a9859c330657e6120,372,2,79.83,2,1,3,213,Hibernating
13071,258e996a14e61bfb2f47235c39bb415a,139,2,104.46000000000001,4,1,3,413,Promising
13114,25b18c96dd859f9163ddfaf961cbb476,33,2,108.75,5,1,3,513,New customers
13139,25c12681274a662fb98ea0eeef8405c2,36,2,114.77,5,1,4,514,New customers
13169,25d44c03117c35e592017d6361154a4d,150,2,299.47,4,1,5,415,Promising
13172,25d92c6c06f5fbdfc66aa5d91a5b17a4,245,2,63.1,3,1,2,312,About to sleep
13174,25da133d61233ee59bc86cc5cba4a64e,354,2,134.47,2,1,4,214,Hibernating
13254,261b803faffa79451a72e2e7967a4a1b,107,5,200.08,5,3,5,535,Potential loyalists
13302,2641ed152a01cc9e2039a4f804b1d00e,227,2,106.97,3,1,3,313,About to sleep
13352,266248a1e531cf473b1efdc0b642cd55,358,2,17.78,2,1,1,211,Hibernating
13388,267bfea62bbfc1342ffc898248403bb6,58,2,151.93,5,1,4,514,New customers
13416,2696ed45e2583bdcb7b6bfd0a8f0f2fe,67,2,291.62,5,1,5,515,New customers
13418,26978239b9a0ccb40d576a0a099158b0,301,2,71.14,2,1,2,212,Hibernating
13472,26be51031ee800dd720d1e5f80e10433,504,2,91.07000000000001,1,1,3,113,Hibernating
13519,26e51150dfad8e72cb6698c93cb3afb1,284,2,65.78999999999999,3,1,2,312,About to sleep
13575,270c23a11d024a44c896d1894b261a83,385,21,161.32,2,5,4,254,Can't lose them
13608,2721900eb4e0f1cc2c836dd7bc1b1e11,403,4,330.06,2,2,5,225,Hibernating
13703,276be2a63cf33e04a5ec94c088414f93,75,2,227.69,5,1,5,515,New customers
13706,276df8efcf9602ecddaa00e349eb79b3,238,6,115.21000000000001,3,4,4,344,Loyal customers
13731,27828d691a25b1a79e058d187694b1d4,460,2,69.84,1,1,2,112,Hibernating
13747,278d8ca725342a1f850e1ebbe341b052,415,2,232.64,1,1,5,115,Hibernating
13801,27abab603d7f81ac30a4e67df6d81aa1,111,2,69.43,4,1,2,412,Promising
13807,27b058511237c877ea1780292c480848,245,2,116.24,3,1,4,314,About to sleep
13855,27d1cf404f0460a10612b45cee7f8821,159,2,174.96,4,1,4,414,Promising
13871,27de1b0b80d5ee4f8fadbb63fcb78906,18,5,53.870000000000005,5,3,2,532,Potential loyalists
13894,27f23d8561167f6d79c935f4bd5c80a4,230,3,46.69,3,1,1,311,About to sleep
13907,27fa9e9df539e6798ac824e0b86bb05e,349,2,50.75,2,1,1,211,Hibernating
14060,287775aeae82431dc317a670a5fd4f02,407,2,102.03,2,1,3,213,Hibernating
14115,289fb34f7ddd8341499fa6d01022c84a,173,2,345.96,4,1,5,415,Promising
14166,28c28a770c60db37d33d17a2823dcec6,404,2,158.13,2,1,4,214,Hibernating
14352,293cfc4bf7fcf2cae2e68b9d6f3b1a89,197,2,164.18,4,1,4,414,Promising
14367,294576d8837569dba9ba20420d8070a4,119,2,36.23,4,1,1,411,Promising
14369,29461056d55b904562da2d9698e6a923,286,2,147.05,3,1,4,314,About to sleep
14413,2967800a1e6a657df2f13ef37b65c9ba,286,2,62.63,3,1,2,312,About to sleep
14424,296eb95e34f2a94e6a317c9a38e9c277,14,2,177.24,5,1,5,515,New customers
14469,298d5160dfa09ed4cde46a9dd3518f6b,180,2,112.3,4,1,3,413,Promising
14516,29adcd5a8d393ec79254d3519e6193aa,69,2,64.42,5,1,2,512,New customers
14630,29fac21a28f8aa4ae82030aa5f586620,145,2,141.43,4,1,4,414,Promising
14652,2a0bf30f53d53c759be496caad1e1ae2,19,5,312.34,5,3,5,535,Potential loyalists
14710,2a395e7e1901e07fff39a55249a210eb,18,2,69.81,5,1,2,512,New customers
14719,2a44b08f77964b84b1a66fb5c436a223,219,3,220.54,3,1,5,315,About to sleep
14721,2a4635f4e2ce424948c9e1405579f69f,260,2,76.28,3,1,2,312,About to sleep
14722,2a4724a4320ba30b69c549ff4c32e2d0,195,2,37.1,4,1,1,411,Promising
14753,2a612257efe760db38fa27d6e45f9d6f,373,2,23.27,2,1,1,211,Hibernating
14760,2a640283022f498a1cec238fbd94b1a1,224,2,169.37,3,1,4,314,About to sleep
14785,2a7538a3a9b5de992de6fda7e4338624,485,2,160.25,1,1,4,114,Hibernating
14798,2a7d2a567dbf4e484dc9ff01ee6a5a29,97,3,58.31999999999999,5,1,2,512,New customers
14821,2a8d142acdfbec6ed74798ccbdacf3d5,162,2,22.23,4,1,1,411,Promising
14841,2a9bf6ab9526b5ef47aefc35a0667d7d,92,2,33.13,5,1,1,511,New customers
14869,2aae1d89507c1461a10b448d50f16801,272,2,107.9,3,1,3,313,About to sleep
14891,2abf58739c3d54ee365a1e45045d593e,524,2,97.19999999999999,1,1,3,113,Hibernating
14926,2ad234fffe8a656d1585f96cba385dbc,407,2,100.0,2,1,3,213,Hibernating
14963,2aeda3894a7d5796211eb201d0714ccd,233,2,368.69,3,1,5,315,About to sleep
14995,2b0bd5eca653853a14cd538cc974a7d0,551,11,210.39,1,5,5,155,Can't lose them
15025,2b242f218f7b5a466b6c01574da53cbe,287,2,19.77,3,1,1,311,About to sleep
15041,2b2d00cc7790247c69d95d823c8d9c6e,202,2,32.62,4,1,1,411,Promising
15054,2b3692f768a14674dce6f6db8153ce80,481,4,42.95,1,2,1,121,Hibernating
15056,2b37acd5f8df4d3e14df1c3d75b8884d,271,3,121.17,3,1,4,314,About to sleep
15097,2b57de8fb59ff0a7c459161dcbac34d7,521,2,52.86,1,1,2,112,Hibernating
15099,2b58e015093f2ab36341fb456df8ca19,194,2,36.78,4,1,1,411,Promising
15159,2b807a72efe83313165d8483f02d95dd,362,2,45.53,2,1,1,211,Hibernating
15161,2b8139c2d4525cf24d1193894346b2fe,365,10,90.66,2,5,3,253,Can't lose them
15203,2ba3edf091e33c433e095b2f53716362,461,2,246.36,1,1,5,115,Hibernating
15208,2ba91e12e5e4c9f56b82b86d9031d329,277,12,107.85,3,5,3,353,Loyal customers
15210,2baba98379e3fb1bab9d4feba6b83503,149,2,337.83,4,1,5,415,Promising
15219,2bb4d542c35b4626635b8a771d9fa047,341,3,97.74000000000001,2,1,3,213,Hibernating
15315,2bf857ee40b763708fe19cf877cac511,331,2,29.880000000000003,2,1,1,211,Hibernating
15341,2c06a3d41bff139d22acd4a52e7588a4,516,2,84.65,1,1,3,113,Hibernating
15388,2c2917bd12c5663dde831f0a22df9caa,245,2,168.36,3,1,4,314,About to sleep
15426,2c40b78414b1a68632e1b1ba2191543c,314,2,470.38,2,1,5,215,Hibernating
15469,2c5fa55f96afc893b29c94255b4b7ad5,265,2,106.9,3,1,3,313,About to sleep
15512,2c8b917c5d7dd720ebe36a5ed3b501ec,487,2,70.55000000000001,1,1,2,112,Hibernating
15564,2cae47942c8ec4b0b35568cda80c913f,150,2,171.12,4,1,4,414,Promising
15589,2cc15144d83ab6ce9cf5f666022a7afb,275,2,261.46000000000004,3,1,5,315,About to sleep
15594,2cc54719065edd4d2871fcc67c434d7e,497,7,101.14,1,4,3,143,At risk
15631,2cde5a202365766c4eeabc925e58225f,118,12,69.97,4,5,2,452,Loyal customers
15635,2ce148b3f9b7dc18d6dcf55b2cd603fa,277,2,51.75,3,1,1,311,About to sleep
15723,2d2ad21a86347b86b40390702d660410,395,2,108.1,2,1,3,213,Hibernating
15806,2d7104a85d14a9ff66cc049ba9ae2f73,33,4,55.36,5,2,2,522,Potential loyalists
15953,2dd769df72fbd8448297d18c48df7b92,495,2,65.8,1,1,2,112,Hibernating
15969,2de74bda6ff6a15ce1401e92b6948ea3,498,2,279.20000000000005,1,1,5,115,Hibernating
16051,2e1e7b3519fa8aa9e89903b63dfd2bc9,259,3,177.98,3,1,5,315,About to sleep
16063,2e2a78932fdc2466f0e91fe4d86cd302,61,2,109.63,5,1,3,513,New customers
16079,2e3648e35008f6586b84e6ee8bbfd25c,435,2,35.0,1,1,1,111,Hibernating
16100,2e45c5724dae130c031ff723c1ffb5e4,539,3,80.24,1,1,3,113,Hibernating
16119,2e552907be728e91fb7033c374a4facc,151,2,169.45999999999998,4,1,4,414,Promising
16128,2e58777a6b707d57928e71c41917d673,35,2,40.17,5,1,1,511,New customers
16133,2e5dabe6dab5a3fde1bcc01ec8e59b54,44,2,244.18,5,1,5,515,New customers
16172,2e76c1f2a920153d79cc98b634c50942,450,3,91.61,1,1,3,113,Hibernating
16221,2e9b45811263327e120fdd8f4797fad6,235,3,95.09,3,1,3,313,About to sleep
16237,2ea5497e8e41a40f8f2c710b627ce684,54,3,53.760000000000005,5,1,2,512,New customers
16238,2ea5983ec2edde5dcba726ea64e9fadb,275,2,116.66,3,1,4,314,About to sleep
16297,2ec79b62f02fa880d65a89a4bc12591b,44,2,383.31,5,1,5,515,New customers
16319,2ed6fdee4db5f44a039a644dd2eab8d2,317,3,157.12,2,1,4,214,Hibernating
16392,2f089e76215bcec0d0b4df58dd10230a,426,2,45.010000000000005,1,1,1,111,Hibernating
16395,2f09f1108ccaedfd8dabcd4956cf863c,161,3,61.96,4,1,2,412,Promising
16423,2f21dceb683c02e437f9505d913fd615,461,2,107.81,1,1,3,113,Hibernating
16464,2f37ca7ce30fbfaf6cf6eea538fa754b,480,2,194.95,1,1,5,115,Hibernating
16478,2f3f2192e521a60c3f97f340e9f964a9,210,2,116.78999999999999,3,1,4,314,About to sleep
16513,2f5ff4d0d6e4f93ff81abd25f3e35391,415,3,21.72,1,1,1,111,Hibernating
16544,2f74e51046cbf8cfcc3b8c754e1e1fdc,276,2,58.61,3,1,2,312,About to sleep
16555,2f7a8b448ada52d632c573deda7664fb,70,2,85.81,5,1,3,513,New customers
16564,2f828c8fd3bd532b883a922be810bd72,367,3,196.69,2,1,5,215,Hibernating
16574,2f8c07cbd57c27226a1db824670fe3e0,64,4,133.66,5,2,4,524,Potential loyalists
16585,2f9665008b5e1b69ca1799f5554778cc,442,2,87.75999999999999,1,1,3,113,Hibernating
16659,2fcf5298199fdff944d4036d8a7b9ee5,371,3,87.0,2,1,3,213,Hibernating
16707,2fee49377a6cc2afe9eedf9f9135d1be,238,2,201.65,3,1,5,315,About to sleep
16708,2fef27fa210e5425b6cb88ffd77eb3b6,558,2,119.17000000000002,1,1,4,114,Hibernating
16785,3021c6bb6322269731ace6975e49c56c,51,2,112.05,5,1,3,513,New customers
16884,30718e0e99f2eff03d3d80ed35312f1e,337,4,76.88,2,2,2,222,Hibernating
16931,3096efc811862c3afd73dc18e693a1ef,193,2,54.53,4,1,2,412,Promising
16934,3099cf51ea3765844ae0167a2d6698ad,231,2,145.37,3,1,4,314,About to sleep
16955,30a92a7d3358014c9dfda6b5ec841b44,16,2,53.68,5,1,2,512,New customers
16956,30a9fd4c676d1e0be5cf675eb6017c10,47,8,33.94,5,5,1,551,Champions
16998,30c96385d694acb8aa2dc0df1770120b,216,2,88.0,3,1,3,313,About to sleep
17019,30dc4f27dcf5d2ebf9a48f7799229ad3,78,2,195.08,5,1,5,515,New customers
17037,30e6c5b40bde9fd8d765a2545509384b,124,2,164.8,4,1,4,414,Promising
17095,310491ee54f73c9663ccb5726a0ce485,294,2,107.1,2,1,3,213,Hibernating
17111,310e750a3574d84c0221e3e9e1a3b304,360,4,133.86,2,2,4,224,Hibernating
17114,310fedb3d5552efafa15c7332a1719be,400,2,34.0,2,1,1,211,Hibernating
17126,3118aefef04e5e97d0e339cd75d6d775,153,7,1025.71,4,4,5,445,Loyal customers
17133,31216290711687fdd3c7fec5f4893ddc,134,2,137.76,4,1,4,414,Promising
17147,312f2600c780ef11495b2747d324451c,126,2,321.16999999999996,4,1,5,415,Promising
17182,314e23702a993481be492acdce0cebd5,252,2,34.07,3,1,1,311,About to sleep
17217,316c698bdf2ad2046b2a3b5fcf9a4fcf,160,2,198.13,4,1,5,415,Promising
17275,319a71d1061c0bff9af2fd98eb3e8e14,70,2,33.71,5,1,1,511,New customers
17308,31ad1d1b63eb9962463f764d4e6e0c9d,396,2,169.76,2,1,4,214,Hibernating
17309,31ad6b689eef45fc804eae97be42ca4b,272,4,28.7,3,2,1,321,About to sleep
17350,31cb67b7313db83a08d6aa86d1eef8ac,36,2,233.97,5,1,5,515,New customers
17368,31daf8e66598a2f00cb17b58889f9eff,393,3,65.71,2,1,2,212,Hibernating
17433,320b142aa54f0dff7195429d1f971540,427,2,119.17999999999999,1,1,4,114,Hibernating
17435,320cf06e46b715660ce965771a023702,236,2,118.44,3,1,4,314,About to sleep
17465,32224721a96f2124f81c29c03cb00f9f,152,2,28.88,4,1,1,411,Promising
17554,326976c87b24b73a0a4d9f7e19f3abdc,210,2,50.7,3,1,1,311,About to sleep
17567,3271c91ee3873786dc0a28df6b56702c,63,2,85.72,5,1,3,513,New customers
17603,3286dc0c8839240d2819af3135d5b761,459,2,269.15,1,1,5,115,Hibernating
17609,328f33266451e729a2d27dc43051d0c8,511,3,426.42,1,1,5,115,Hibernating
17648,32aedef591873c0fdf1312880c2f2bd3,372,2,144.05,2,1,4,214,Hibernating
17653,32b1d8089a0d72d4c54f9617d432ddbd,318,2,101.15,2,1,3,213,Hibernating
17740,32f40bc615cdc7d02b1df9f6541e769b,277,2,51.050000000000004,3,1,1,311,About to sleep
17925,3375af073244691dddbae118c1b518d3,271,2,58.65,3,1,2,312,About to sleep
17934,337d71dec9e598ff68b2266eeb180802,34,2,101.37,5,1,3,513,New customers
17937,3380512361877970c0258c1dd577709e,149,2,124.16,4,1,4,414,Promising
17939,3380dbe062b329f11a5e5de5552c5c34,301,3,247.92000000000002,2,1,5,215,Hibernating
17955,33895d210b7a21812669e1dab098d80f,456,2,61.58,1,1,2,112,Hibernating
18133,34113dc1804eb1c698d17556347b8d03,347,2,217.13,2,1,5,215,Hibernating
18251,3460eb5edd166a7e45eeb273fce75187,226,3,83.68,3,1,3,313,About to sleep
18259,3464610f9baa807cd8f66dd1c11e5ffc,376,2,84.12,2,1,3,213,Hibernating
18316,348e683217ee0e2946f846ba75105e62,123,2,97.19,4,1,3,413,Promising
18321,3492a938c440c581be2cba2e6b56222b,41,2,84.58,5,1,3,513,New customers
18427,34e8953891bbf0ffcb797b69dbf4a122,445,2,82.12,1,1,3,113,Hibernating
18434,34ebe2efa87835e9850707112d1a6a33,273,2,27.6,3,1,1,311,About to sleep
